soldprice,date,model
119.99,4/20,intel core i7-4790
37.99,4/20,intel core 2 extreme x6800
19.0,4/20,intel core 2 quad q8400
230.0,4/20,intel core i7-8700k
114.99,4/20,intel core i7-4790
19.98,4/20,intel core i3-3220
72.95,4/20,intel xeon e5-2650
200.0,4/20,intel core i5-7400
90.0,4/20,intel core i5-7400
70.0,4/20,intel xeon e3-1220 v6
21.95,4/20,amd phenom ii x4 840t
86.0,4/20,intel core i5-6600k
12.99,4/20,intel xeon e5-2650
54.99,4/20,intel xeon e5-2695 v2
69.99,4/20,intel core i7-2600s
25.0,4/20,intel core i3-4150
53.0,4/20,intel core i7-2630qm
55.0,4/20,intel core i3-3120me
66.12,4/20,amd fx-8320
126.99,4/20,intel core i7-5775c
114.99,4/20,intel core 2 duo e6550
147.83,4/20,intel core 2 duo e4600
17.0,4/20,intel core i3-3220
135.0,4/20,intel core i5-7400
118.5,4/20,intel core i7-8700k
54.99,4/20,intel core i7-2640m
99.5,4/20,intel xeon x5690
149.99,4/20,intel xeon e5-1650 v4
69.99,4/20,intel xeon e5-2650 v2
42.99,4/20,intel core i7-2630qm
16.99,4/20,intel xeon e5-2670
16.94,4/20,intel core i3-3240
8.0,4/20,intel core i3-350m
25.42,4/20,intel core 2 duo 6300
14.97,4/20,intel core 2 quad q8400
55.0,4/20,intel core i7-4770
129.99,4/20,intel core i7-4770
49.5,4/20,intel xeon x5690
89.99,4/20,intel core i7-4710mq
10.5,4/20,amd fx-6300
15.0,4/20,intel core i3-3220
150.0,4/20,intel core i7-4790k
155.0,4/20,intel core i7-4790k
10.5,4/20,amd fx-6300
109.99,4/20,intel core i7-4790
51.0,4/20,intel core i7-4610m
141.5,4/20,intel core i7-6700
10.92,4/20,intel core i3-2310m
0.99,4/21,intel core 2 duo e7500
99.99,4/21,intel xeon e3-1230 v5
6.8,4/21,intel pentium e5400
72.0,4/21,intel core i3-6100t
8.95,4/21,amd phenom ii x2 555
60.0,4/21,intel xeon x5650
7.95,4/21,amd phenom ii x2 b59
18.55,4/21,intel pentium e5300
133.35,4/21,intel xeon e5-2690 v3
14.98,4/21,intel core i5-760
24.99,4/21,intel core i5-750s
66.99,4/21,intel core i3-6100t
9.99,4/21,intel core i3-560
100.0,4/21,intel core i3-6320
34.99,4/21,intel core 2 duo t7400
7.96,4/21,intel xeon 5500
34.89,4/21,intel core i7-870
310.0,4/21,intel xeon e5-2690
139.99,4/21,intel core i7-5775c
15.99,4/21,intel core 2 duo e6550
128.0,4/21,intel core i5-8500t
150.0,4/21,amd ryzen 5 3600
99.5,4/21,intel xeon x5690
18.0,4/21,intel xeon e5-2690
19.95,4/21,amd a8 3500m
34.95,4/21,intel xeon e5-2420 v2
660.0,4/21,intel core 2 quad q9550
19.95,4/21,intel xeon e5-2670
24.95,4/21,amd a8-6500
149.99,4/21,intel xeon e5-4627 v2
9.99,4/21,intel pentium g860
280.0,4/21,intel core i7-9700k
14.99,4/21,intel core i7-960
199.0,4/21,intel xeon e5-2670 v3
90.0,4/21,intel core i5-4670
330.0,4/21,intel core 2 quad q9500
95.99,4/21,intel xeon e5-2670 v3
270.0,4/21,intel core 2 quad q9300
139.0,4/21,amd r5 2600
22.4,4/21,intel core i5-4440
95.0,4/21,amd r5 1500x
52.0,4/21,intel core i5-4440
66.99,4/21,intel core 2 duo t9900
159.0,4/21,amd fx-9590
65.0,4/21,intel xeon e5-2670 v2
140.0,4/21,intel xeon e5-2670 v2
59.99,4/21,intel xeon e5-2450v2
7.0,4/21,intel pentium e5400
695.0,4/21,intel core i9-9980xe
48.89,4/21,intel core i5 2320
8.88,4/21,intel xeon x5660
29.99,4/21,intel xeon e3-1220 v2
129.99,4/21,intel xeon e5-2690 v3
22.5,4/21,amd phenom ii x6-1055t
280.0,4/21,intel xeon e5-1650 v4
74.95,4/21,intel xeon e5-2680 v2
107.45,4/21,intel core i7-3770
56.0,4/21,intel core i7-3770
20.98,4/21,intel core 2 quad q9550s
3.95,4/21,intel xeon x5550
4.5,4/21,intel core 2 duo e8200
211.55,4/21,intel xeon e5-2695 v4
238.95,4/21,intel xeon e5-2695 v4
47.99,4/21,intel core i5 2310
89.99,4/21,intel core i3-6098p
117.0,4/21,intel core i7-4790s
9.99,4/21,amd sempron 140
35.0,4/21,intel xeon x5687
31.5,4/21,intel core i3-4130
47.88,4/21,intel core i5 2300
30.0,4/21,intel core i5-3570
15.45,4/21,intel xeon e5-1620
30.0,4/21,intel core i3-3220
40.0,4/21,amd fx-6120
102.5,4/21,intel core i7-4790k
9.99,4/21,intel core 2 quad q8300
91.0,4/21,intel core i7-4790k
33.0,4/21,intel pentium g4400
34.86,4/21,intel xeon e5-2650
0.99,4/21,intel core 2 duo e8400
1.0,4/21,intel core 2 duo e6550
16.16,4/21,intel core i3-3240
87.99,4/21,intel core i7-4800mq
28.85,4/21,intel core i3-3220
1.25,4/21,intel core i7-4820k
25.0,4/21,intel core i7-870
340.35,4/21,intel xeon silver 4210
25.0,4/21,intel core i5-3470
102.5,4/21,intel core i7-4790k
20.5,4/21,intel core i5-2500k
94.0,4/21,intel xeon x5690
18.99,4/21,intel core i3-2130
36.0,4/21,intel pentium g4560t
367.95,4/21,intel xeon silver 4210
10.2,4/21,intel core i3-3220
249.99,4/21,intel xeon e3-1270 v5
60.0,4/21,intel core i7-4820k
39.98,4/21,intel core i3-3220
419.0,4/21,intel core i9 10900k
6.95,4/21,amd phenom x 3    8650
36.69,4/21,intel core i7-2600
4.8,4/21,intel pentium e5700
11.9,4/21,amd sempron 140
30.99,4/21,intel xeon e5405
6.99,4/21,intel xeon e5-620
35.0,4/21,intel xeon x5687
14.99,4/21,intel pentium e5800
2.0,4/21,intel xeon x5650
9.99,4/21,amd sempron 145
135.0,4/21,intel core i5-9600k
33.7,4/21,amd athlon ii x2 240
19.99,4/21,intel xeon e5-2609 v2
102.0,4/21,intel core i5-7500t
40.0,4/21,intel xeon e3-1230 v2
3.5,4/21,intel core 2 duo e7500
24.98,4/21,intel xeon x5670
2.0,4/21,intel pentium e2220
360.0,4/21,amd phenom ii x4 945
9.95,4/21,amd phenom x 4    9100e
68.86,4/21,intel core 2 quad q9550s
350.0,4/21,intel xeon e5-2680 v4
8.95,4/21,amd phenom x 4    9550
4.99,4/21,intel core i3-530
24.95,4/21,amd phenom x 4    9850
65.0,4/21,intel xeon e5-2690
300.0,4/21,intel xeon x5650
6.95,4/21,intel xeon x5650
82.0,4/21,amd ryzen 7 1700x
350.0,4/21,intel xeon e5-2683 v3
48.5,4/21,intel core i5-4590
350.0,4/21,intel xeon e5-2683 v3
48.59,4/21,intel i5-2500
10.44,4/21,intel core 2 duo t5670
385.0,4/21,intel core i7-9700k
950.0,4/21,intel xeon gold 6134
14.99,4/21,intel xeon e5-2620
123.0,4/21,intel pentium g4620
40.0,4/21,intel core i5-3330
5.5,4/21,intel core 2 duo e7300
250.0,4/21,intel core i7-6700k
29.99,4/21,intel core i5-2500k
230.0,4/21,amd ryzen 7 3700x
300.0,4/21,intel core i7-8700k
849.95,4/21,intel xeon gold 6140
99.99,4/21,intel xeon e5-2660v2
29.08,4/21,intel core i3-3240
62.95,4/21,intel xeon e5-2650 v3
99.99,4/21,amd fx-8320
118.63,4/21,intel xeon e5-2650 v4
49.5,4/21,intel xeon x5690
165.0,4/21,intel core i7-6700k
6.95,4/21,intel xeon e5-2630
40.0,4/21,intel core 2 duo e4600
49.5,4/21,intel xeon x5690
230.0,4/21,intel xeon x5690
49.5,4/21,intel xeon x5690
15.99,4/21,intel core 2 duo e6300
19.99,4/21,amd a4-7300
10.0,4/21,intel xeon l5520
19.99,4/21,intel pentium g3260
49.5,4/21,intel xeon x5690
125.07,4/21,intel xeon e5-2650 v4
148.93,4/21,amd ryzen 5 1400
17.0,4/21,intel core i3-3220
150.0,4/21,amd ryzen 5 3600
2.25,4/21,intel core i5-3470
49.5,4/21,intel xeon x5690
579.55,4/21,intel xeon silver 4214
157.5,4/21,intel core i7-6700k
32.99,4/21,intel core 2 quad q9550s
16.95,4/21,intel xeon e5-2660
100.0,4/21,intel xeon e5-2651 v2
250.0,4/21,intel core i7-8700t
110.0,4/21,intel core i7-4790
58.19,4/21,amd fx-8120
1000.0,4/21,intel xeon gold 6146
1000.0,4/21,intel xeon gold 6146
9.99,4/21,intel xeon e5-1603
99.99,4/21,intel core i7-4771
25.0,4/21,intel core i5-3470s
165.0,4/21,intel xeon e5-2630 v4
7.95,4/21,intel xeon i5-750
199.99,4/21,amd ryzen 5 3600x
30.0,4/21,intel xeon e5-2650v2
15.0,4/21,intel core i5-3470
49.5,4/21,intel xeon x5690
52.98,4/21,intel core 2 quad q9550s
9.99,4/21,intel core 2 duo e7200
11.99,4/21,intel core i3-2120
140.0,4/21,intel core i7-6700
24.99,4/21,intel core i7-860
12.0,4/21,intel core i5-3570
20.0,4/21,intel core i3-2120
5.5,4/21,amd ryzen 5 3600
450.0,4/21,intel xeon e5-2660 v4
55.0,4/21,intel xeon e5-2640 v3
29.98,4/21,intel core i5-2500
66.67,4/21,intel xeon e5-2650v2
76.99,4/21,intel xeon e3-1275
1000.0,4/21,intel xeon gold 6146
20.0,4/21,intel core i3-3225
1000.0,4/21,intel xeon gold 6146
23.5,4/21,intel core i5-4300m
25.0,4/21,intel xeon e5-1620 v2
49.5,4/21,intel xeon x5690
8.99,4/21,intel core i5-750
300.0,4/21,intel core 2 quad q9400
93.94,4/21,intel xeon e5-2690v2
455.5,4/21,intel xeon e5-2699 v3
46.68,4/21,intel core i5 2300
21.5,4/21,intel core i5-4690k
199.14,4/21,intel i5 9400t
40.0,4/21,intel xeon x5660
200.0,4/21,amd ryzen 7 2700x
149.95,4/21,intel xeon e5-2697 v3
275.0,4/21,amd ryzen 7 3700u
0.99,4/21,intel pentium e2140
14.84,4/21,intel pentium e5200
1150.0,4/21,intel xeon e5-2697 v4
18.6,4/21,amd a6-6400k
88.0,4/21,intel core i5-6500
192.5,4/21,amd ryzen 7 3700x
26.0,4/21,intel core i5-2300
80.0,4/21,intel core i5-6500
70.0,4/21,intel core i5-6500
29.99,4/21,intel core i5-2300
12.99,4/21,amd athlon ii x2 245
122.99,4/21,intel core i5-6500
9.95,4/21,amd a6-7400k
94.95,4/21,intel core i5-6500
19.99,4/21,intel core i5-661
220.0,4/21,intel xeon e5-2695 v2
165.99,4/21,intel core i5-6600t
35.0,4/21,intel core i5-2400
99.5,4/21,intel xeon x5690
141.95,4/21,intel core i5-6500
249.99,4/21,intel xeon e5-2690 v4
109.95,4/21,intel xeon e5-2603 v4
4.7,4/21,intel core 2 duo e7600
79.45,4/21,intel core i5-2500
115.0,4/21,intel core i7-4790k
29.99,4/21,intel core i5-3470t
115.0,4/21,intel xeon e5-1650 v3
25.0,4/21,intel xeon e5-2667
300.0,4/21,amd ryzen 5 5600x
112.0,4/21,intel core i7-4765t
299.99,4/21,amd ryzen 5 3600x
10.0,4/21,intel core i5-3570
10.0,4/21,intel core i5-3570
129.0,4/21,intel core i7-4770
16.99,4/21,intel xeon e5-2667
229.95,4/21,intel xeon e5-2620 v4
16.0,4/21,intel core i3-3240
108.88,4/21,intel core i7-4770
16.95,4/21,intel xeon e5-2665
450.0,4/21,intel xeon platinum 8124m
0.76,4/21,intel core 2 duo e7500
49.49,4/21,intel xeon e3-1230 v2
91.0,4/21,intel core i3-8100
125.99,4/21,intel xeon e5-2690 v3
0.01,4/21,amd athlon 64 x2
11.5,4/21,intel core i5-6400
200.0,4/21,amd ryzen 7 2700x
137.95,4/21,intel xeon e5-2630 v4
35.0,4/21,intel core i3-2120
147.51,4/21,amd ryzen 3600x
0.99,4/21,intel core i7-920
10.0,4/21,intel core 2 duo e4300
30.0,4/21,intel core i5-3570
12.99,4/21,intel xeon e5-2665
113.5,4/21,intel core i5-7600k
8.95,4/21,intel xeon e5-2630
54.99,4/21,amd fx-6300
80.0,4/21,amd ryzen 5 1400
231.94,4/21,intel xeon e5-1620
17.8,4/21,intel core i5-3470
53.0,4/21,intel core i5-4460
1.88,4/21,intel xeon 3000dp
13.95,4/21,amd phenom x4 9750
20.0,4/21,intel core i7-950
149.0,4/21,intel xeon e3-1240 v2
65.0,4/21,amd fx-8350
86.0,4/21,intel core i7-3770k
81.0,4/21,intel core i7-3770k
169.99,4/21,intel xeon e5-2697 v3
42.96,4/21,intel core 2 quad q9550s
38.0,4/21,intel core i7-5820k
83.0,4/21,intel core i7-3770k
35.0,4/21,intel core i5-3570
1028.5,4/21,intel xeon gold 5115
20.98,4/21,intel core 2 quad q9550s
67.0,4/21,amd fx-8350
10.0,4/21,intel xeon e5-2620 v2
800.0,4/21,intel xeon gold 5218
41.0,4/21,intel xeon e5-2630 v3
29.99,4/21,intel core i3-3245
42.0,4/21,amd ryzen 3 1200
17.0,4/21,intel core i7-940
53.0,4/21,amd ryzen 3 1200
15.0,4/21,intel xeon x7560
139.99,4/21,amd fx-8350
0.99,4/21,intel pentium g2030
149.99,4/21,intel core i7-5820k
1000.0,4/21,intel xeon platinum 8158
200.0,4/21,amd ryzen 7 2700x
4.5,4/21,intel core 2 duo e8200
17.99,4/21,intel core 2 quad q9300
15.5,4/21,intel core i3-4160
102.5,4/21,amd ryzen 5 2600
39.0,4/21,intel core i3-4330
30.0,4/21,intel xeon e5-2680
12.5,4/21,intel xeon x5650
79.99,4/21,intel core i7-975
99.5,4/21,intel xeon x5690
18.0,4/21,intel xeon x5650
84.0,4/21,intel core i7-2600k
1000.0,4/21,intel xeon platinum 8158
79.99,4/21,intel core i7-2600k
9.99,4/21,intel xeon e5606
15.29,4/21,intel core 2 quad q9300
4.95,4/21,intel xeon e5640
8.95,4/21,intel xeon e5-2643 v2
99.99,4/21,intel core i3-2100
75.0,4/21,intel xeon e5-2643 v2
3.95,4/21,intel pentium g2020
9.95,4/21,amd athlon ii x 4 640
57.98,4/21,intel core i7-620m
25.9,4/21,intel core 2 duo e6750
12.89,4/21,intel xeon x3430
239.95,4/21,intel core i7-8700
49.99,4/21,intel core i5-4570s
75.78,4/21,intel core i3-4330te
49.5,4/21,intel xeon x5690
130.56,4/21,amd a12-9800
0.99,4/21,intel pentium g850
165.0,4/21,intel core i7-7700k
89.99,4/21,intel xeon e5-2640 v3
200.0,4/21,intel core i7-6700
551.95,4/21,intel xeon silver 4214
30.0,4/21,amd a10-5700
12.99,4/21,intel core i3-2120
30.0,4/21,intel core i5-2500s
14.99,4/21,intel xeon e5-2630l
27.99,4/21,amd fx-4130
69.99,4/21,intel core i5-2520m
29.99,4/21,intel xeon e5-2637 v2
170.0,4/21,intel core i7-7700k
379.99,4/21,amd epyc
130.0,4/21,intel xeon e5-1620 v4
265.0,4/21,intel core i7-7700k
49.99,4/21,intel xeon e5-2640
39.99,4/21,intel core i5-3330
1000.0,4/21,intel xeon gold 5218
122.5,4/21,intel core i7-6700
80.0,4/21,amd fx-6300
28.69,4/21,intel core 2 duo e6400
86.0,4/21,intel xeon e5-2650 v2
85.0,4/21,intel xeon x5690
69.99,4/21,intel core i7-2600s
49.5,4/21,intel xeon x5690
55.99,4/21,intel xeon e5-1650 v2
177.5,4/21,intel core i7-7700
15.0,4/21,intel core 2 quad q6700
107.5,4/21,amd ryzen 5 2600x
99.0,4/21,intel core i7-2600s
7.7,4/21,intel pentium g2030
6.99,4/21,intel xeon e5640
52.0,4/21,intel core i5-4570
40.0,4/21,intel core i5-4460
95.0,4/21,intel xeon e5-2670 v3
2.25,4/21,intel core i5-4460
30.0,4/21,intel core i5-4460
14.2,4/21,intel core 2 duo t5600
16.99,4/21,intel core i3-3240
80.0,4/21,amd ryzen 5 1600
17.95,4/21,intel xeon e5-2640 v2
200.0,4/21,intel core i7-6700
134.95,4/21,intel core i7-3770
49.99,4/21,intel core i3-2100
0.99,4/21,intel pentium g620t
12.99,4/21,intel core i3-2100
26.25,4/21,amd duron
26.25,4/21,amd duron
171.0,4/21,intel core i7-7700
49.99,4/21,intel core i3-2100
229.0,4/21,intel core i7-7700
0.99,4/21,intel pentium g620
115.0,4/21,amd ryzen 5 2600
11.0,4/21,intel core i3-2100
220.0,4/21,amd 3600x
35.0,4/21,intel xeon e5-1620 v3
150.0,4/22,intel xeon e5-2670 v2
52.95,4/22,intel xeon e5-2670 v2
65.0,4/22,intel core i7-3520m
66.0,4/22,intel core i5-7500
11.0,4/22,intel core i5-750
146.66,4/22,intel xeon e5-2640
516.0,4/22,intel core i5-8500t
25.0,4/22,amd opteron 6378
76.99,4/22,intel core i7-3770
150.21,4/22,amd opteron 2220
149.0,4/22,intel core i5-7600k
599.99,4/22,intel xeon e5-2687w v4
75.0,4/22,amd fx-9590
41.0,4/22,intel xeon e5-2683 v3
125.0,4/22,intel core i5-7500
100.0,4/22,intel core i5-8600k
71.0,4/22,intel core i5-7600k
435.0,4/22,intel xeon e5-2683 v4
37.99,4/22,intel xeon e5-2690
13.99,4/22,amd a8-5500
150.0,4/22,intel core i5-8600k
2000.0,4/22,intel core i5-9600k
150.0,4/22,intel core i5-8500
159.0,4/22,intel core i5-8500
30.0,4/22,amd fx-6300
175.0,4/22,intel core i7-7700k
180.0,4/22,intel core i5-9600k
66.0,4/22,intel core i5-7500
345.34,4/22,intel xeon e5-2678
200.0,4/22,intel core i9-10900k
15.0,4/22,amd opteron 4284
1.25,4/22,amd fx-4300
99.95,4/22,intel core 2 extreme qx9650
389.0,4/22,intel xeon e-2126g
30.0,4/22,intel xeon e5-2609
3256.11,4/22,amd epyc 7f72
242.5,4/22,intel core i9-9900k
360.0,4/22,intel xeon e5-2603 v4
156.11,4/22,intel xeon e5-2620v3
255.0,4/22,intel core i9-9900k
350.0,4/22,intel core i7-8700
4.0,4/22,intel pentium m 750
139.28,4/22,intel xeon e5-2407
55.0,4/22,intel pentium g4560
32.88,4/22,intel core 2 duo t9300
109.0,4/22,intel xeon e5 v3
39.99,4/22,intel xeon e5-2623 v3
408.0,4/22,intel xeon e-2176g
200.0,4/22,intel core i9-7900x
172.5,4/22,intel core i9-9900k
9.5,4/22,amd athlon 64 x2 6000+
645.0,4/22,intel core i9-7980xe
240.0,4/22,intel core i7-8700t
47.99,4/22,intel xeon e3-1230 v2
62.98,4/22,intel xeon e3-1230 v2
320.0,4/22,intel xeon e5-2680 v3
258.96,4/22,intel core i7-2600
89.0,4/22,intel core i7-2600k
43.0,4/22,intel core i7-2630qm
125.0,4/22,intel core i7-3770
18.0,4/22,amd opteron 6380
112.5,4/22,intel core i7-6700
19.99,4/22,amd phenom ii x4 910
102.5,4/22,intel core i7-7700
79.99,4/22,intel core i5-6500
91.95,4/22,intel core i5-6500
89.0,4/22,intel core i5-6500
59.99,4/22,intel core i5-6500
61.0,4/22,intel core i5-6600
30.0,4/22,intel core i5-4590
45.99,4/22,intel core i5-4590
45.99,4/22,intel core i5-4590
11.95,4/22,amd phenom x 4    9500
140.0,4/22,amd ryzen 3 2200g
1200.0,4/22,intel xeon gold 6132
17.5,4/22,intel core i5-660
100.0,4/22,intel core i5-6600
119.0,4/22,intel xeon e5-2697 v2
129.0,4/22,intel xeon e5-4610v3
65.0,4/22,intel core i5-4670k
119.0,4/22,intel xeon e5-4620v3
45.99,4/22,intel core i5-4590
45.99,4/22,intel core i5-4590
45.99,4/22,intel core i5-4590
23.99,4/22,amd phenom ii x4 965
465.0,4/22,intel xeon w-2170b
370.0,4/22,intel core i9-9900x
80.0,4/22,intel core i5-6500
90.0,4/22,intel xeon e5-2695 v2
38.95,4/22,intel core i5-680
19.99,4/22,intel core i5-670
120.99,4/22,intel xeon e5-2695 v3
40.0,4/22,amd phenom ii x4 965
22.95,4/22,amd phenom ii x4 945
100.0,4/22,intel xeon e5-2695 v3
89.0,4/22,intel core i5-6500
224.99,4/22,intel core i7-7700k
219.99,4/22,intel core i7-7700
122.0,4/22,intel core i5-7500
3238.33,4/22,amd epyc 7f72
227.95,4/22,intel core i7-7700
10.0,4/22,intel core i7-7700
82.78,4/22,intel core i7-7700
49.99,4/22,intel core i7-740qm
199.99,4/22,intel core i7-6700
53.99,4/22,amd fx-6300
99.99,4/22,amd a8-7600
130.0,4/22,intel core i7-4790k
65.0,4/22,amd fx-6100
50.0,4/22,amd fx-6100
36.0,4/22,intel core i7-4800mq
4.74,4/22,intel core 2 duo e8400
74.95,4/22,intel core i7-4820k
199.0,4/22,intel core i7-4960x
99.99,4/22,intel core i7-5820k
127.96,4/22,intel core i7-5820k
150.0,4/22,intel xeon e5-2643 v3
98.0,4/22,intel core i7-5930k
320.0,4/22,intel xeon e5-2643 v3
199.99,4/22,intel core i7-6700
34.99,4/22,amd fx-6100
97.97,4/22,intel core i7-3770
110.0,4/22,amd ryzen 5 2600x
70.0,4/22,intel core i7-3930k
19.5,4/22,intel xeon x3363
28.0,4/22,amd a8-6500
289.99,4/22,intel core i7-8086k
25.0,4/22,intel xeon e5-2670
182.5,4/22,intel core i7-8700k
12.0,4/22,intel xeon x5670
12.0,4/22,intel xeon x5670
400.01,4/22,amd ryzen 7 5800x
14.0,4/22,intel core i5-2300
25.98,4/22,intel xeon x5675
66.0,4/22,intel xeon e5-2660 v3
119.99,4/22,intel core i7-4771
79.98,4/22,intel xeon e5-2660 v2
155.0,4/22,intel core i7-3770t
96.57,4/22,intel core i7-3820
64.99,4/22,intel core i7-3820
21.8,4/22,amd fx-8320e
75.0,4/22,intel core i7-3820
410.0,4/22,amd ryzen 9 3950x
199.0,4/22,intel xeon e5-2667 v3
159.95,4/22,intel core i7-3840qm
50.0,4/22,amd fx-6300
29.99,4/22,amd fx-6300
47.0,4/22,amd fx-6300
34.0,4/22,intel xeon e5-2640 v2
34.99,4/22,intel xeon e5-2640 v2
174.99,4/22,intel core i7-6700k
25.0,4/22,intel xeon e5-2670
7.73,4/22,intel core 2 duo e8500
34.99,4/22,intel core i7-4790
113.0,4/22,amd fx-8350
89.95,4/22,intel core i7-4790
6.0,4/22,intel core 2 duo t7300
119.99,4/22,intel core i7-3770k
305.1,4/22,intel core i7-4790
25.98,4/22,intel xeon x5675
129.95,4/22,intel core i7-4770
50.99,4/22,intel core i7-2600
54.99,4/22,intel core i7-2640m
88.9,4/22,intel xeon w3690
99.0,4/22,intel xeon e5-2640
61.0,4/22,intel core i7-6700t
109.99,4/22,intel core i7-4770
16.0,4/22,intel xeon e5-2665
115.0,4/22,intel core i7-4770
119.0,4/22,intel core i7-4770
109.0,4/22,intel core i7-4770
43.23,4/22,intel core i7-4700mq
132.76,4/22,intel core i7-3970x
94.99,4/22,intel core i5-6400t
25.98,4/22,intel xeon x5675
105.99,4/22,intel core i5-7400
250.0,4/22,amd ryzen 7 2700x
127.5,4/22,amd ryzen 7 2700x
35.99,4/22,intel core i5-2400
209.99,4/22,amd ryzen 7 2700x
24.95,4/22,intel core i5-2400
39.99,4/22,intel core i5-2390t
200.0,4/22,amd ryzen 7 3700x
180.0,4/22,amd ryzen 7 2700
45.0,4/22,intel core i5-2550k
200.0,4/22,intel xeon x5650
17.95,4/22,intel core duo t2600
249.99,4/22,amd ryzen threadripper 1920x
18.98,4/22,intel xeon x5677
100.0,4/22,intel xeon x5650
110.0,4/22,intel core i7-4790
110.0,4/22,intel core i7-4790
1999.0,4/22,intel xeon e5-2690 v4
250.0,4/22,amd ryzen 7 2700x
25.0,4/22,intel xeon e3-1225 v2
8.9,4/22,intel xeon 5160
16.0,4/22,intel core 2 duo t9600
150.0,4/22,intel core i7-990x
10.5,4/22,intel pentium g630
25.0,4/22,amd athlon 64 x2 6400+
4.74,4/22,intel pentium m 725
240.0,4/22,intel core i7-8700
79.99,4/22,intel xeon e3-1271 v3
10.0,4/22,intel pentium e2220
672.0,4/22,intel core i7-870
165.59,4/22,intel xeon e5-2430
221.5,4/22,amd ryzen 7 1700x
24.95,4/22,amd athlon xp 3200+
5.0,4/22,intel core i7-920
70.0,4/22,intel xeon e3-1220 v3
55.0,4/22,intel xeon e5-1650 v2
349.0,4/22,intel core i9-9900k
14.3,4/22,amd athlon ii x4 620
33.95,4/22,intel core i7-870
0.99,4/22,intel pentium e5200
117.0,4/22,intel pentium g3250
850.0,4/22,intel core i9-9900k
15.0,4/22,intel pentium g3258
123.52,4/22,intel xeon e5 1603
4.49,4/22,intel pentium e5300
49.95,4/22,intel pentium g4400
123.0,4/22,intel xeon e5-2407
20.0,4/22,intel xeon e5-2630 v2
111.0,4/22,intel xeon e5-2630lv4
4.29,4/22,intel pentium g840
67.0,4/22,intel core i7-3770k
110.99,4/22,intel xeon e5-2667 v2
160.5,4/22,intel core i7-7700k
182.5,4/22,amd fx-8370
94.99,4/22,intel core i5-6600
119.95,4/22,amd fx-8350
25.0,4/22,intel xeon e5-2670
115.0,4/22,amd fx-8350
89.99,4/22,intel core i7-3930k
20.0,4/22,intel core i3-2100
49.5,4/22,intel xeon x5690
20.0,4/22,amd athlon ii x4 630
54.0,4/22,intel xeon e5-1650 v2
60.0,4/22,intel xeon e5-2609 v3
97.9,4/22,intel xeon e3-1270 v5
7.85,4/22,amd athlon 64 x2 4200+
25.0,4/22,amd athlon x4 750k
85.0,4/22,intel xeon e3-1270 v3
27.79,4/22,intel core 2 duo t9600
9.91,4/22,intel pentium e6700
19.99,4/22,intel pentium g3420
19.99,4/22,intel xeon e5-2630 v2
9.99,4/22,intel xeon e5-2630
54.99,4/22,intel xeon e5-2450l v2
34.99,4/22,intel xeon e5-2637 v2
6.0,4/22,intel pentium g2120
127.74,4/22,intel xeon e5-2637
11.95,4/22,intel pentium g3220
13.0,4/22,intel core 2 duo e8500
10.0,4/22,intel core i7-920
31.75,4/22,intel core i5-3550s
207.5,4/22,amd ryzen 7 3700x
140.0,4/22,amd ryzen 5 1400
24.99,4/22,amd phenom ii x4 965
49.5,4/22,intel xeon x5690
25.0,4/22,intel core 2 quad q9400
449.0,4/22,intel xeon e5-2698 v4
45.0,4/22,intel core i5-4690s
59.9,4/22,intel core i5-4690s
55.0,4/22,intel core i5-4690s
85.9,4/22,intel core i5-4690k
49.5,4/22,intel xeon x5690
79.0,4/22,intel core i5-6400
112.5,4/22,amd ryzen 7 2700
11.2,4/22,amd a10-5700
94.97,4/22,intel core i5-4690k
4.5,4/22,intel xeon x3430
29.99,4/22,intel xeon x3450
24.99,4/22,intel core i5-2500
18.0,4/22,intel xeon x5460
36.99,4/22,intel core i5-2405s
24.99,4/22,intel core i5-2400s
20.0,4/22,intel core i5-2400
221.5,4/22,amd ryzen 7 1700x
30.0,4/22,intel core i5-2400
199.95,4/22,amd ryzen 7 1800x
71.0,4/22,intel core i5-7400
840.0,4/22,intel xeon w-2191b
76.0,4/22,amd ryzen 5 2600x
11.95,4/22,intel core i3-3240
799.0,4/22,amd ryzen threadripper 1920x
249.99,4/22,amd ryzen threadripper 1920x
207.5,4/22,amd ryzen 7 3700x
250.0,4/22,amd ryzen 7 2700x
221.5,4/22,amd ryzen 7 1700x
3256.11,4/22,amd epyc 7f72
92.0,4/22,amd ryzen 3 3200g
18.5,4/22,intel core i3-4160
39.0,4/22,intel xeon x5680
8.99,4/22,intel core i3-550
8.9,4/22,intel core i3-550
65.0,4/22,amd ryzen 7 1800x
8.99,4/22,intel core i3-540
40.0,4/22,intel core i3-4330te
31.99,4/22,intel core i3-4330
10.0,4/22,amd a10-6700
19.99,4/22,intel core i3-3240
425.0,4/22,intel xeon e5-2699 v3
189.0,4/22,intel core i3-4130
20.0,4/22,amd a10-5800k
5.99,4/22,intel core i3-540
49.5,4/22,intel xeon x5690
49.5,4/22,intel xeon x5690
25.5,4/22,intel core i3-3240
39.99,4/22,intel core i3-3250
23.36,4/22,intel core i5-2400
50.0,4/22,intel core i3-3240
69.0,4/22,intel core i3-7100t
30.0,4/22,intel core i5-3230m
245.0,4/22,intel xeon w-2150b
113.5,4/22,amd ryzen 5 2600
20.5,4/22,intel core i5-3570
